"reagent","source_labware","source_slot","source_well","dest_labware","dest_slot","dest_well","transfer_volume"
"tamGeneticsPCR2p3_09","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"A2",0
"tamGeneticsPCR2p3_10","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"B2",0
"tamGeneticsPCR2p3_11","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"C2",0
"tamGeneticsPCR2p3_12","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"D2",0
"tamGeneticsPCR2p3_13","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"E2",0
"tamGeneticsPCR2p3_14","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"F2",2.7
"tamGeneticsPCR2p3_15","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"G2",0
"tamGeneticsPCR2p3_16","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"H2",0
"tamGeneticsPCR2p3_17","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"A3",7.7
"tamGeneticsPCR2p3_18","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"B3",7.1
"tamGeneticsPCR2p3_19","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"C3",8.9
"tamGeneticsPCR2p3_20","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"D3",0
"tamGeneticsPCR2p3_21","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"E3",12.5
"tamGeneticsPCR2p3_22","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"F3",11.4
"tamGeneticsPCR2p3_23","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"G3",10.5
"tamGeneticsPCR2p3_24","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"H3",5.7
"tamGeneticsPCR2p3_25","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"A4",0
"tamGeneticsPCR2p3_26","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"B4",0
"tamGeneticsPCR2p3_27","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"C4",0
"tamGeneticsPCR2p3_28","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"D4",4.9
"tamGeneticsPCR2p3_29","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"E4",0
"tamGeneticsPCR2p3_30","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"F4",0
"tamGeneticsPCR2p3_31","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"G4",0
"tamGeneticsPCR2p3_32","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"H4",2.5
"tamGeneticsPCR2p3_33","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"A5",0
"tamGeneticsPCR2p3_34","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"B5",7.3
"tamGeneticsPCR2p3_35","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"C5",0
"tamGeneticsPCR2p3_36","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"D5",6.8
"tamGeneticsPCR2p3_37","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"E5",7.2
"tamGeneticsPCR2p3_38","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"F5",6.4
"tamGeneticsPCR2p3_39","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"G5",10
"tamGeneticsPCR2p3_40","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"H5",8.1
"tamGeneticsPCR2p3_41","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"A6",6.6
"tamGeneticsPCR2p3_42","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"B6",11
"tamGeneticsPCR2p3_43","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"C6",6.6
"tamGeneticsPCR2p3_44","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"D6",3.7
"tamGeneticsPCR2p3_45","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"E6",0
"tamGeneticsPCR2p3_46","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"F6",0
"tamGeneticsPCR2p3_47","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"G6",2.1
"tamGeneticsPCR2p3_48","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"H6",6.4
"tamGeneticsPCR2p3_49","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"A7",0
"tamGeneticsPCR2p3_50","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"B7",10.4
"tamGeneticsPCR2p3_51","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"C7",6.2
"tamGeneticsPCR2p3_52","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"D7",7.1
"tamGeneticsPCR2p3_53","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"E7",0
"tamGeneticsPCR2p3_54","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"F7",6.1
"tamGeneticsPCR2p3_55","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"G7",9.4
"tamGeneticsPCR2p3_56","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"H7",0
"tamGeneticsPCR2p3_57","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"A8",0
"tamGeneticsPCR2p3_58","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"B8",5.6
"tamGeneticsPCR2p3_59","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"C8",3.2
"tamGeneticsPCR2p3_60","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"D8",4.1
"tamGeneticsPCR2p3_61","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"E8",0
"tamGeneticsPCR2p3_62","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"F8",3.1
"tamGeneticsPCR2p3_63","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"G8",0
"tamGeneticsPCR2p3_64","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"H8",0
"tamGeneticsPCR2p3_65","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"A9",0
"tamGeneticsPCR2p3_66","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"B9",0
"tamGeneticsPCR2p3_67","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"C9",0
"tamGeneticsPCR2p3_68","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"D9",0
"tamGeneticsPCR2p3_69","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"E9",0
"tamGeneticsPCR2p3_70","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"F9",0
"tamGeneticsPCR2p3_71","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"G9",0
"tamGeneticsPCR2p3_72","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"H9",0
"tamGeneticsPCR2p3_73","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"A10",0
"tamGeneticsPCR2p3_74","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"B10",11.7
"tamGeneticsPCR2p3_75","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"C10",4
"tamGeneticsPCR2p3_76","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"D10",6.2
"tamGeneticsPCR2p3_77","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"E10",6.3
"tamGeneticsPCR2p3_78","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"F10",4.5
"tamGeneticsPCR2p3_79","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"G10",0
"tamGeneticsPCR2p3_80","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"H10",0
"tamGeneticsPCR2p3_81","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"A11",0
"tamGeneticsPCR2p3_82","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"B11",6.9
"tamGeneticsPCR2p3_83","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"C11",0
"tamGeneticsPCR2p3_84","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"D11",7.3
"tamGeneticsPCR2p3_85","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"E11",9.7
"tamGeneticsPCR2p3_86","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"F11",11.3
"tamGeneticsPCR2p3_87","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"G11",3.4
"tamGeneticsPCR2p3_88","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"H11",3.2
"tamGeneticsPCR2p3_89","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"A12",0
"tamGeneticsPCR2p3_90","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"B12",0
"tamGeneticsPCR2p3_91","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"C12",2.3
"tamGeneticsPCR2p3_92","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"D12",6.2
"tamGeneticsPCR2p3_93","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"E12",0
"tamGeneticsPCR2p3_94","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"F12",5.8
"tamGeneticsPCR2p3_95","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"G12",3.6
"tamGeneticsPCR2p3_96","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",2,"H12",0
"tamGeneticsPCR2p4_01","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"A1",10
"tamGeneticsPCR2p4_02","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"B1",7.9
"tamGeneticsPCR2p4_03","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"C1",12.7
"tamGeneticsPCR2p4_04","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"D1",7.4
"tamGeneticsPCR2p4_05","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"E1",8.1
"tamGeneticsPCR2p4_06","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"F1",10.6
"tamGeneticsPCR2p4_07","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"G1",9
"tamGeneticsPCR2p4_08","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"H1",4.8
"tamGeneticsPCR2p4_09","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"A2",6.7
"tamGeneticsPCR2p4_10","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"B2",9.5
"tamGeneticsPCR2p4_11","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"C2",7.9
"tamGeneticsPCR2p4_12","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"D2",5.1
"tamGeneticsPCR2p4_13","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"E2",6
"tamGeneticsPCR2p4_14","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"F2",2.1
"tamGeneticsPCR2p4_15","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"G2",0
"tamGeneticsPCR2p4_16","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"H2",0
"tamGeneticsPCR2p4_17","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"A3",2.5
"tamGeneticsPCR2p4_18","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"B3",0
"tamGeneticsPCR2p4_19","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"C3",2.9
"tamGeneticsPCR2p4_20","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"D3",0
"tamGeneticsPCR2p4_21","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"E3",2.1
"tamGeneticsPCR2p4_22","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"F3",0
"tamGeneticsPCR2p4_23","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"G3",4
"tamGeneticsPCR2p4_24","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"H3",5.5
"tamGeneticsPCR2p4_25","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"A4",3.9
"tamGeneticsPCR2p4_26","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"B4",8.2
"tamGeneticsPCR2p4_27","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"C4",3.4
"tamGeneticsPCR2p4_28","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"D4",2.7
"tamGeneticsPCR2p4_29","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"E4",0
"tamGeneticsPCR2p4_30","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"F4",0
"tamGeneticsPCR2p4_31","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"G4",0
"tamGeneticsPCR2p4_32","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"H4",0
"tamGeneticsPCR2p4_33","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"A5",8.5
"tamGeneticsPCR2p4_34","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"B5",2.9
"tamGeneticsPCR2p4_35","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"C5",4.6
"tamGeneticsPCR2p4_36","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"D5",0
"tamGeneticsPCR2p4_37","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"E5",0
"tamGeneticsPCR2p4_38","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"F5",0
"tamGeneticsPCR2p4_39","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"G5",4.4
"tamGeneticsPCR2p4_40","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"H5",3.4
"tamGeneticsPCR2p4_41","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"A6",11.8
"tamGeneticsPCR2p4_42","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"B6",11
"tamGeneticsPCR2p4_43","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"C6",9.6
"tamGeneticsPCR2p4_44","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"D6",2
"tamGeneticsPCR2p4_45","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"E6",7.2
"tamGeneticsPCR2p4_46","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"F6",9.4
"tamGeneticsPCR2p4_47","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"G6",6.2
"tamGeneticsPCR2p4_48","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"H6",4.9
"tamGeneticsPCR2p4_49","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"A7",0
"tamGeneticsPCR2p4_50","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"B7",9
"tamGeneticsPCR2p4_51","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"C7",12.2
"tamGeneticsPCR2p4_52","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"D7",0
"tamGeneticsPCR2p4_53","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"E7",5.9
"tamGeneticsPCR2p4_54","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"F7",4.9
"tamGeneticsPCR2p4_55","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"G7",5.5
"tamGeneticsPCR2p4_56","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"H7",5.7
"tamGeneticsPCR2p4_57","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"A8",5.5
"tamGeneticsPCR2p4_58","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"B8",3.6
"tamGeneticsPCR2p4_59","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"C8",3.5
"tamGeneticsPCR2p4_60","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"D8",0
"tamGeneticsPCR2p4_61","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"E8",0
"tamGeneticsPCR2p4_62","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"F8",4.3
"tamGeneticsPCR2p4_63","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"G8",0
"tamGeneticsPCR2p4_64","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"H8",0
"tamGeneticsPCR2p4_65","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"A9",5
"tamGeneticsPCR2p4_66","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"B9",4.2
"tamGeneticsPCR2p4_67","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"C9",6.3
"tamGeneticsPCR2p4_68","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",6,"B1","nest_96_wellplate_100ul_pcr_full_skirt",5,"D9",5.6
